Year,player,team,bbrefid,namefirst,namelast,suffix
2023,Sean Reid-Foley,NYM,reidfse01,Sean,Reid-Foley,
2023,Antonio Senzatela,COL,senzaan01,Antonio,Senzatela,
2023,Silvino Bracho,CIN,brachsi01,Silvino,Bracho,
2023,Archie Bradley,MIA,bradlar01,Archie,Bradley,
2023,Janson Junk,MIL,junkja01,Janson,Junk,
2023,Evan Justice,COL,justiev01,Evan,Justice,
2023,Anthony Banda,WSN,bandaan01,Anthony,Banda,
2023,Alan Busenitz,CIN,busenal01,Alan,Busenitz,
2023,Jhonathan Díaz,LAA,diazjh01,Jhonathan,Díaz,
2023,Jeff Lindgren,MIA,lindgje01,Jeff,Lindgren,
2023,Braden Bristo,TBR,bristbr01,Braden,Bristo,
2023,Braden Bristo,DET,bristbr01,Braden,Bristo,
2023,JB Bukauskas,SEA,bukaujb01,JB,Bukauskas,
2023,JB Bukauskas,MIL,bukaujb01,JB,Bukauskas,
2023,Sam Coonrod,NYM,coonrsa01,Sam,Coonrod,
2023,Matt Gage,HOU,gagema01,Matt,Gage,
2023,Brooks Kriske,KCR,kriskbr01,Brooks,Kriske,
2023,Luke Little,CHC,littllu01,Luke,Little,
2023,Easton Lucas,OAK,lucasea01,Easton,Lucas,
2023,Easton McGee,SEA,mcgeeea01,Easton,McGee,
2023,Ryan Sherriff,BOS,sherrry01,Ryan,Sherriff,
2023,Fernando Abad,COL,abadfe01,Fernando,Abad,
2023,Enmanuel De Jesus,MIA,dejesen01,Enmanuel,De Jesus,
2023,Jacob Latz,TEX,latzja01,Jacob,Latz,
2023,Zach Muckenhirn,NYM,muckeza01,Zach,Muckenhirn,
2023,Zack Short,DET,shortza01,Zack,Short,
2023,Adam Kolarek,LAD,kolarad01,Adam,Kolarek,
2023,Adam Kolarek,NYM,kolarad01,Adam,Kolarek,
2023,Garrett Acton,OAK,actonga01,Garrett,Acton,
2023,Tejay Antone,CIN,antonte01,Tejay,Antone,
2023,Reiss Knehr,SDP,knehrre01,Reiss,Knehr,
2023,Kolton Ingram,LAA,ingrako01,Kolton,Ingram,
2023,Caleb Kilian,CHC,kiliaca01,Caleb,Kilian,
2023,Zach McAllister,NYY,mcallza01,Zach,McAllister,
2023,Nick Nelson,PHI,nelsoni01,Nick,Nelson,
2023,Kyle Nicolas,PIT,nicolky01,Kyle,Nicolas,
2023,Cole Sulser,ARI,sulseco01,Cole,Sulser,
2023,Dereck Rodríguez,MIN,rodride01,Dereck,Rodríguez,
2023,Dereck Rodríguez,ATL,rodride01,Dereck,Rodríguez,
2023,Brenan Hanifee,DET,hanifbr01,Brenan,Hanifee,
2023,Liam Hendriks,CHW,hendrli01,Liam,Hendriks,
2023,Joey Krehbiel,BAL,krehbjo01,Joey,Krehbiel,
2023,Darren McCaughan,SEA,mccauda01,Darren,McCaughan,
2023,Packy Naughton,STL,naughpa01,Packy,Naughton,
2023,Chris Paddack,MIN,paddach01,Chris,Paddack,
2023,Jackson Wolf,SDP,wolfja01,Jackson,Wolf,
2023,Nicholas Padilla,CHW,padilni01,Nicholas,Padilla,
2023,Carlos Vargas,ARI,vargaca01,Carlos,Vargas,
2023,Simeon Woods Richardson,MIN,woodssi01,Simeon,Richardson,
2023,Spenser Watkins,OAK,watkisp01,Spenser,Watkins,
2023,Matt Bowman,NYY,bowmama01,Matt,Bowman,
2023,Zack Burdi,TBR,burdiza01,Zack,Burdi,
2023,Matt Dermody,BOS,dermoma01,Matt,Dermody,
2023,Paolo Espino,WSN,espinpa01,Paolo,Espino,
2023,Mychal Givens,BAL,givenmy01,Mychal,Givens,
2023,Geoff Hartlieb,MIA,hartlge01,Geoff,Hartlieb,
2023,Isiah Kiner-Falefa,NYY,kineris01,Isiah,Kiner-Falefa,
2023,Matt Krook,NYY,krookma01,Matt,Krook,
2023,John McMillon,KCR,mcmiljo01,John,McMillon,
2023,Wes Parsons,TOR,parsowe01,Wes,Parsons,
2023,Ethan Small,MIL,smallet01,Ethan,Small,
2023,Owen White,TEX,whiteow01,Owen,White,
2023,Eduardo Escobar,LAA,escobed01,Eduardo,Escobar,
2023,Chi Chi González,MIA,gonzach01,Chi,González,
2023,Austin Hedges,TEX,hedgeau01,Austin,Hedges,
2023,Daysbel Hernández,ATL,hernada03,Daysbel,Hernández,
2023,Vinny Nittoli,NYM,nittovi01,Vinny,Nittoli,
2023,Michael Plassmeyer,PHI,plassmi01,Michael,Plassmeyer,
2023,Clayton Andrews,MIL,andrecl02,Clayton,Andrews,
2023,Spencer Howard,TEX,howarsp01,Spencer,Howard,
2023,McKinley Moore,PHI,mooremc01,McKinley,Moore,
2023,Robbie Ray,SEA,rayro02,Robbie,Ray,
2023,Elvin Rodríguez,TBR,rodriel02,Elvin,Rodríguez,
2023,Jonathan Bowlan,KCR,bowlajo01,Jonathan,Bowlan,
2023,Nick Burdi,CHC,burdini01,Nick,Burdi,
2023,Daniel Castano,MIA,castada01,Daniel,Castano,
2023,Alex Colomé,CHW,colomal01,Alex,Colomé,
2023,Shane Greene,CHC,greensh02,Shane,Greene,
2023,Nick Hernandez,SDP,hernani01,Nick,Hernandez,
2023,Daniel Hudson,LAD,hudsoda01,Daniel,Hudson,
2023,Alek Jacob,SDP,jacobal01,Alek,Jacob,
2023,Orion Kerkering,PHI,kerkeor01,Orion,Kerkering,
2023,Víctor Mederos,LAA,medervi01,Víctor,Mederos,
2023,Sean Nolin,MIA,nolinse01,Sean,Nolin,
2023,José Rodríguez,SEA,rodrijo07,José,Rodríguez,
2023,Edwin Uceta,NYM,ucetaed01,Edwin,Uceta,
2023,Thyago Vieira,MIL,vieirth01,Thyago,Vieira,
2023,Jake Wong,CIN,wongja01,Jake,Wong,
2023,Kody Clemens,PHI,clemeko01,Kody,Clemens,
2023,Michael Mariot,CIN,mariomi01,Michael,Mariot,
2023,Thomas Pannone,MIL,pannoth01,Thomas,Pannone,
2023,Carson Kelly,ARI,kellyca02,Carson,Kelly,
2023,Carson Kelly,DET,kellyca02,Carson,Kelly,
2023,Caleb Boushley,MIL,boushca01,Caleb,Boushley,
2023,Mike Brosseau,MIL,brossmi01,Mike,Brosseau,
2023,Willi Castro,MIN,castrwi01,Willi,Castro,
2023,Nicky Lopez,ATL,lopezni01,Nicky,Lopez,
2023,Anthony Veneziano,KCR,venezan01,Anthony,Veneziano,
2023,Cole Waites,SFG,waiteco01,Cole,Waites,
2023,Randy Wynne,CIN,wynnera01,Randy,Wynne,
2023,Harold Castro,COL,castrha01,Harold,Castro,
2023,Tyler Duffey,CHC,duffety01,Tyler,Duffey,
2023,Jake Faria,BOS,fariaja01,Jake,Faria,
2023,Yoendrys Gómez,NYY,gomezyo01,Yoendrys,Gómez,
2023,Kyle Hurt,LAD,hurtky01,Kyle,Hurt,
2023,José López,TBR,lopezjo04,José,López,
2023,Danny Mendick,NYM,mendida01,Danny,Mendick,
2023,Konnor Pilkington,CLE,pilkiko01,Konnor,Pilkington,
2023,Josh Rojas,ARI,rojasjo01,Josh,Rojas,
2023,Alex Speas,TEX,speasal01,Alex,Speas,
2023,Ildemaro Vargas,WSN,vargail01,Ildemaro,Vargas,
2023,Guillo Zuñiga,STL,zuniggu01,Guillo,Zuñiga,
2023,Prelander Berroa,SEA,berropr01,Prelander,Berroa,
2023,Tyler Cyr,LAD,cyrty01,Tyler,Cyr,
2023,Josh Harrison,PHI,harrijo05,Josh,Harrison,
2023,Kyle Leahy,STL,leahyky01,Kyle,Leahy,
2023,T.J. McFarland,NYM,mcfartj01,T.J.,McFarland,
2023,Yacksel Ríos,OAK,riosya01,Yacksel,Ríos,
2023,Austin Warren,LAA,warreau01,Austin,Warren,
2023,Kelvin Cáceres,LAA,cacerke01,Kelvin,Cáceres,
2023,Heath Hembree,TBR,hembrhe01,Heath,Hembree,
2023,Frankie Montas,NYY,montafr02,Frankie,Montas,
2023,Reyes Moronta,LAA,moronre01,Reyes,Moronta,
2023,Matt Beaty,SFG,beatyma01,Matt,Beaty,
2023,Blair Calvo,COL,calvobl01,Blair,Calvo,
2023,Brandon Crawford,SFG,crawfbr01,Brandon,Crawford,
2023,Josh Donaldson,NYY,donaljo02,Josh,Donaldson,
2023,Nate Eaton,KCR,eatonna01,Nate,Eaton,
2023,José Espada,SDP,espadjo01,José,Espada,
2023,Luis Guillorme,NYM,guilllu01,Luis,Guillorme,
2023,Yonny Hernández,LAD,hernayo02,Yonny,Hernández,
2023,Ricky Karcher,CIN,karchri01,Ricky,Karcher,
2023,Jake Lamb,LAA,lambja01,Jake,Lamb,
2023,James McCann,BAL,mccanja02,James,McCann,
2023,Zach McKinstry,DET,mckinza01,Zach,McKinstry,
2023,Alec Mills,CIN,millsal02,Alec,Mills,
2023,Chris Owings,PIT,owingch01,Chris,Owings,
2023,René Pinto,TBR,pintore02,René,Pinto,
2023,Tanner Rainey,WSN,raineta01,Tanner,Rainey,
2023,Ryder Ryan,SEA,ryanry01,Ryder,Ryan,
2023,Rowdy Tellez,MIL,tellero01,Rowdy,Tellez,
2023,Lane Thomas,WSN,thomala02,Lane,Thomas,
2023,Erich Uelmen,PHI,uelmeer01,Erich,Uelmen,
2023,Luke Williams,LAD,willilu01,Luke,Williams,
2023,Johan Quezada,MIA,quezajo01,Johan,Quezada,
2023,Jake Reed,LAD,reedja02,Jake,Reed,
2023,Chris Vallimont,BAL,vallich01,Chris,Vallimont,
2023,Seby Zavala,ARI,zavalse01,Seby,Zavala,
2023,José Castillo,SDP,castijo03,José,Castillo,
2023,Álex Claudio,MIL,claudal01,Álex,Claudio,
2023,Hagen Danner,TOR,danneha01,Hagen,Danner,
2023,Hector Perez,TBR,perezhe02,Hector,Perez,
2023,Riley Pint,COL,pintri01,Riley,Pint,
2024,Logan Gilbert,SEA,gilbelo01,Logan,Gilbert,
2024,Seth Lugo,KCR,lugose01,Seth,Lugo,
2024,Logan Webb,SFG,webblo01,Logan,Webb,
2024,Zack Wheeler,PHI,wheelza01,Zack,Wheeler,
2024,Aaron Nola,PHI,nolaaa01,Aaron,Nola,
2024,Corbin Burnes,BAL,burneco01,Corbin,Burnes,
2024,José Berríos,TOR,berrijo01,José,Berríos,
2024,Tarik Skubal,DET,skubata01,Tarik,Skubal,
2024,George Kirby,SEA,kirbyge01,George,Kirby,
2024,Dylan Cease,SDP,ceasedy01,Dylan,Cease,
2024,Jake Irvin,WSN,irvinja01,Jake,Irvin,
2024,Cole Ragans,KCR,raganco01,Cole,Ragans,
2024,Pablo López,MIN,lopezpa01,Pablo,López,
2024,Kutter Crawford,BOS,crawfku01,Kutter,Crawford,
2024,Luis Severino,NYM,severlu01,Luis,Severino,
2024,Sean Manaea,NYM,manaese01,Sean,Manaea,
2024,Brandon Pfaadt,ARI,pfaadbr01,Brandon,Pfaadt,
2024,Cristopher Sánchez,PHI,sanchcr01,Cristopher,Sánchez,
2024,Kevin Gausman,TOR,gausmke01,Kevin,Gausman,
2024,JP Sears,OAK,searsjp01,JP,Sears,
2024,Bryce Miller,SEA,millebr04,Bryce,Miller,
2024,Brady Singer,KCR,singebr01,Brady,Singer,
2024,Tyler Anderson,LAA,anderty01,Tyler,Anderson,
2024,Tanner Houck,BOS,houckta01,Tanner,Houck,
2024,Bailey Ober,MIN,oberba01,Bailey,Ober,
2024,Mitch Keller,PIT,kellemi03,Mitch,Keller,
2024,Chris Sale,ATL,salech01,Chris,Sale,
2024,Erick Fedde,CHW,feddeer01,Erick,Fedde,
2024,Erick Fedde,STL,feddeer01,Erick,Fedde,
2024,Framber Valdez,HOU,valdefr01,Framber,Valdez,
2024,Yusei Kikuchi,TOR,kikucyu01,Yusei,Kikuchi,
2024,Yusei Kikuchi,HOU,kikucyu01,Yusei,Kikuchi,
2024,Luis Castillo,SEA,castilu02,Luis,Castillo,
2024,Carlos Rodón,NYY,rodonca01,Carlos,Rodón,
2024,Patrick Corbin,WSN,corbipa01,Patrick,Corbin,
2024,Nestor Cortes,NYY,cortene01,Nestor,Cortes,
2024,Max Fried,ATL,friedma01,Max,Fried,
2024,Tanner Bibee,CLE,bibeeta01,Tanner,Bibee,
2024,Michael King,SDP,kingmi01,Michael,King,
2024,Freddy Peralta,MIL,peralfr01,Freddy,Peralta,
2024,Shota Imanaga,CHC,imanash01,Shota,Imanaga,
2024,Griffin Canning,LAA,cannigr01,Griffin,Canning,
2024,Miles Mikolas,STL,mikolmi01,Miles,Mikolas,
2024,Chris Bassitt,TOR,bassich01,Chris,Bassitt,
2024,Nathan Eovaldi,TEX,eovalna01,Nathan,Eovaldi,
2024,Jose Quintana,NYM,quintjo01,Jose,Quintana,
2024,Hunter Brown,HOU,brownhu01,Hunter,Brown,
2024,Kyle Gibson,STL,gibsoky01,Kyle,Gibson,
2024,Colin Rea,MIL,reaco01,Colin,Rea,
2024,Ronel Blanco,HOU,blancro01,Ronel,Blanco,
2024,Michael Wacha,KCR,wachami01,Michael,Wacha,
2024,MacKenzie Gore,WSN,gorema01,MacKenzie,Gore,
2024,Sonny Gray,STL,grayso01,Sonny,Gray,
2024,Charlie Morton,ATL,mortoch02,Charlie,Morton,
2024,Jameson Taillon,CHC,taillja01,Jameson,Taillon,
2024,Zach Eflin,TBR,eflinza01,Zach,Eflin,
2024,Zach Eflin,BAL,eflinza01,Zach,Eflin,
2024,Austin Gomber,COL,gombeau01,Austin,Gomber,
2024,Brayan Bello,BOS,bellobr01,Brayan,Bello,
2024,Ryan Feltner,COL,feltnry01,Ryan,Feltner,
2024,Jack Flaherty,DET,flaheja01,Jack,Flaherty,
2024,Jack Flaherty,LAD,flaheja01,Jack,Flaherty,
2024,Aaron Civale,TBR,civalaa01,Aaron,Civale,
2024,Aaron Civale,MIL,civalaa01,Aaron,Civale,
2024,Chris Flexen,CHW,flexech01,Chris,Flexen,
2024,Andrew Heaney,TEX,heanean01,Andrew,Heaney,
2024,Zack Littell,TBR,litteza01,Zack,Littell,
2024,Marcus Stroman,NYY,stromma01,Marcus,Stroman,
2024,Luis Gil,NYY,gillu01,Luis,Gil,
2024,Mitch Spence,OAK,spencmi01,Mitch,Spence,
2024,Ben Lively,CLE,livelbe01,Ben,Lively,
2024,Mitchell Parker,WSN,parkemi01,Mitchell,Parker,
2024,Ryne Nelson,ARI,nelsory01,Ryne,Nelson,
2024,Ranger Suárez,PHI,suarera01,,Suárez,
2024,Frankie Montas,CIN,montafr02,Frankie,Montas,
2024,Frankie Montas,MIL,montafr02,Frankie,Montas,
2024,Hunter Greene,CIN,greenhu01,Hunter,Greene,
2024,Cal Quantrill,COL,quantca01,Cal,Quantrill,
2024,Zac Gallen,ARI,galleza01,Zac,Gallen,
2024,Javier Assad,CHC,assadja01,Javier,Assad,
2024,Matt Waldron,SDP,waldrma01,Matt,Waldron,
2024,Garrett Crochet,CHW,crochga01,Garrett,Crochet,
2024,Nick Pivetta,BOS,pivetni01,Nick,Pivetta,
2024,Spencer Arrighetti,HOU,arrigsp01,Spencer,Arrighetti,
2024,Bailey Falter,PIT,falteba01,Bailey,Falter,
2024,Nick Martinez,CIN,martini01,Nick,Martinez,
2024,Gavin Stone,LAD,stonega01,Gavin,Stone,
2024,Andrew Abbott,CIN,abbotan01,Andrew,Abbott,
2024,Taj Bradley,TBR,bradlta01,Taj,Bradley,
2024,Tobias Myers,MIL,myersto01,Tobias,Myers,
2024,Reynaldo López,ATL,lopezre01,Reynaldo,López,
2024,Luis Ortiz,PIT,ortizlu03,Luis,Ortiz,
2024,Joe Ryan,MIN,ryanjo04,Joe,Ryan,
2024,Martín Pérez,PIT,perezma02,Martín,Pérez,
2024,Martín Pérez,SDP,perezma02,Martín,Pérez,
2024,Justin Steele,CHC,steelju01,Justin,Steele,
2024,Tyler Glasnow,LAD,glasnty01,Tyler,Glasnow,
2024,Simeon Woods Richardson,MIN,woodssi01,Simeon,Richardson,
2024,Paul Skenes,PIT,skenepa01,Paul,Skenes,
2024,Kyle Hendricks,CHC,hendrky01,Kyle,Hendricks,
2024,Michael Lorenzen,TEX,lorenmi01,Michael,Lorenzen,
2024,Michael Lorenzen,KCR,lorenmi01,Michael,Lorenzen,
2024,Ryan Pepiot,TBR,pepiory01,Ryan,Pepiot,
2024,Dean Kremer,BAL,kremede01,Dean,Kremer,
2024,Alec Marsh,KCR,marshal01,Alec,Marsh,
2024,Joey Estes,OAK,estesjo01,Joey,Estes,
2024,Jonathan Cannon,CHW,cannojo02,Jonathan,Cannon,
2024,Kyle Harrison,SFG,harriky01,Kyle,Harrison,
2024,Trevor Rogers,MIA,rogertr01,Trevor,Rogers,
2024,Trevor Rogers,BAL,rogertr01,Trevor,Rogers,
2024,Spencer Schwellenbach,ATL,schwesp01,Spencer,Schwellenbach,
2024,Jared Jones,PIT,jonesja09,Jared,Jones,
2024,Andre Pallante,STL,pallaan01,Andre,Pallante,
2024,Bryan Woo,SEA,woobr01,Bryan,Woo,
2024,David Peterson,NYM,peterda01,David,Peterson,
2024,Lance Lynn,STL,lynnla01,Lance,Lynn,
2024,Jordan Montgomery,ARI,montgjo01,Jordan,Montgomery,
2024,Grayson Rodriguez,BAL,rodrigr01,Grayson,Rodriguez,
2024,Nick Lodolo,CIN,lodolni01,Nick,Lodolo,
2024,José Soriano,LAA,soriajo02,José,Soriano,
2024,Kenta Maeda,DET,maedake01,Kenta,Maeda,
2024,Reese Olson,DET,olsonre01,Reese,Olson,
2024,Cole Irvin,BAL,irvinco01,Cole,Irvin,
2024,Cole Irvin,MIN,irvinco01,Cole,Irvin,
2024,Jordan Hicks,SFG,hicksjo03,Jordan,Hicks,
2024,José Ureña,TEX,urenajo01,José,Ureña,
2024,Tyler Alexander,TBR,alexaty01,Tyler,Alexander,
2024,Bryse Wilson,MIL,wilsobr02,Bryse,Wilson,
2024,Blake Snell,SFG,snellbl01,Blake,Snell,
2024,Carlos Carrasco,CLE,carraca01,Carlos,Carrasco,
2024,Bowden Francis,TOR,francbo01,Bowden,Francis,
2024,Jon Gray,TEX,grayjo02,Jon,Gray,
2024,Casey Mize,DET,mizeca01,Casey,Mize,
2024,James Paxton,LAD,paxtoja01,James,Paxton,
2024,James Paxton,BOS,paxtoja01,James,Paxton,
2024,Joe Musgrove,SDP,musgrjo01,Joe,Musgrove,
2024,Cooper Criswell,BOS,criswco01,Cooper,Criswell,
2024,Ryan Yarbrough,LAD,yarbrry01,Ryan,Yarbrough,
2024,Ryan Yarbrough,TOR,yarbrry01,Ryan,Yarbrough,
2024,Keider Montero,DET,monteke01,Keider,Montero,
2024,Randy Vásquez,SDP,vasqura02,Randy,Vásquez,
2024,Logan Allen,CLE,allenlo02,Logan,Allen,
2024,Edward Cabrera,MIA,cabreed02,Edward,Cabrera,
2024,Gerrit Cole,NYY,colege01,Gerrit,Cole,
2024,Dane Dunning,TEX,dunnida01,Dane,Dunning,
2024,Tyler Holton,DET,holtoty01,Tyler,Holton,
2024,Carson Spiers,CIN,spierca01,Carson,Spiers,
2024,Justin Verlander,HOU,verlaju01,Justin,Verlander,
2024,Yoshinobu Yamamoto,LAD,yamamyo01,Yoshinobu,Yamamoto,
2024,Dakota Hudson,COL,hudsoda02,Dakota,Hudson,
2024,DJ Herz,WSN,herzdj01,DJ,Herz,
2024,Chris Paddack,MIN,paddach01,Chris,Paddack,
2024,Reid Detmers,LAA,detmere01,Reid,Detmers,
2024,Carson Fulmer,LAA,fulmeca01,Carson,Fulmer,
2024,Yariel Rodríguez,TOR,rodriya01,Yariel,Rodríguez,
2024,Ryan Weathers,MIA,weathry01,Ryan,Weathers,
2024,Matthew Liberatore,STL,liberma01,Matthew,Liberatore,
2024,Clarke Schmidt,NYY,schmicl01,Clarke,Schmidt,
2024,Ross Stripling,OAK,stripro01,Ross,Stripling,
2024,Luke Weaver,NYY,weavelu01,Luke,Weaver,
2024,Taijuan Walker,PHI,walketa01,Taijuan,Walker,
2024,Roddery Muñoz,MIA,munozro01,Roddery,Muñoz,
2024,Pedro Avila,SDP,avilape01,Pedro,Avila,
2024,Pedro Avila,CLE,avilape01,Pedro,Avila,
2024,Yu Darvish,SDP,darviyu01,Yu,Darvish,
2024,Sean Hjelle,SFG,hjellse01,Sean,Hjelle,
2024,Ryan Walker,SFG,walkery01,Ryan,Walker,
2024,Cade Povich,BAL,povicca01,Cade,Povich,
2024,Patrick Sandoval,LAA,sandopa02,Patrick,Sandoval,
2024,Michael Soroka,CHW,sorokmi01,Michael,Soroka,
2024,Shane Baz,TBR,bazsh01,Shane,Baz,
2024,Michael Tonkin,NYM,tonkimi01,Michael,Tonkin,
2024,Michael Tonkin,MIN,tonkimi01,Michael,Tonkin,
2024,Michael Tonkin,NYY,tonkimi01,Michael,Tonkin,
2024,Keegan Akin,BAL,akinke01,Keegan,Akin,
2024,Bryan Abreu,HOU,abreubr01,Bryan,Abreu,
2024,Tylor Megill,NYM,megilty01,Tylor,Megill,
2024,Graham Ashcraft,CIN,ashcrgr01,Graham,Ashcraft,
2024,Slade Cecconi,ARI,ceccosl01,Slade,Cecconi,
2024,Cody Bradford,TEX,bradfco01,Cody,Bradford,
2024,Gavin Williams,CLE,williga01,Gavin,Williams,
2024,Triston McKenzie,CLE,mckentr01,Triston,McKenzie,
2024,Walker Buehler,LAD,buehlwa01,Walker,Buehler,
2024,Cade Smith,CLE,smithca06,Cade,Smith,
2024,Paul Blackburn,OAK,blackpa01,Paul,Blackburn,
2024,Paul Blackburn,NYM,blackpa01,Paul,Blackburn,
2024,Emmanuel Clase,CLE,claseem01,Emmanuel,Clase,
2024,José Buttó,NYM,buttojo01,José,Buttó,
2024,Joe Ross,MIL,rossjo01,Joe,Ross,
2024,Merrill Kelly,ARI,kellyme01,Merrill,Kelly,
2024,Jason Adam,TBR,adamja01,Jason,Adam,
2024,Jason Adam,SDP,adamja01,Jason,Adam,
2024,Jared Shuster,CHW,shustja01,Jared,Shuster,
2024,Hunter Strickland,LAA,strichu01,Hunter,Strickland,
2024,Justin Martínez,ARI,martiju01,Justin,Martínez,
2024,Hogan Harris,OAK,harriho03,Hogan,Harris,
2024,Trent Thornton,SEA,thorntr01,Trent,Thornton,
2024,Tanner Banks,CHW,banksta01,Tanner,Banks,
2024,Tanner Banks,PHI,banksta01,Tanner,Banks,
2024,Hayden Birdsong,SFG,birdsha01,Hayden,Birdsong,
2024,David Robertson,TEX,roberda08,David,Robertson,
2024,Tanner Scott,MIA,scottta01,Tanner,Scott,
2024,Tanner Scott,SDP,scottta01,Tanner,Scott,
2024,Dennis Santana,NYY,santade01,Dennis,Santana,
2024,Dennis Santana,PIT,santade01,Dennis,Santana,
2024,Ty Blach,COL,blachty01,Ty,Blach,
2024,Cole Sands,MIN,sandsco01,Cole,Sands,
2024,A.J. Puk,MIA,pukaj01,A.J.,Puk,
2024,A.J. Puk,ARI,pukaj01,A.J.,Puk,
2024,Josh Hader,HOU,haderjo01,Josh,Hader,
2024,Griffin Jax,MIN,jaxgr01,Griffin,Jax,
2024,Kevin Kelly,TBR,kellyke02,Kevin,Kelly,
2024,Andrew Kittredge,STL,kittran01,Andrew,Kittredge,
2024,Declan Cronin,MIA,cronide01,Declan,Cronin,
2024,Tyler Rogers,SFG,rogerty01,Tyler,Rogers,
2024,Will Vest,DET,vestwi01,Will,Vest,
2024,Kevin Ginkel,ARI,ginkeke01,Kevin,Ginkel,
2024,Jalen Beeks,COL,beeksja02,Jalen,Beeks,
2024,Jalen Beeks,PIT,beeksja02,Jalen,Beeks,
2024,Adrian Houser,NYM,housead01,Adrian,Houser,
2024,Raisel Iglesias,ATL,iglesra01,Raisel,Iglesias,
2024,Landon Knack,LAD,knackla01,Landon,Knack,
2024,Valente Bellozo,MIA,bellova01,Valente,Bellozo,
2024,Joe Jiménez,ATL,jimenjo02,Joe,Jiménez,
2024,Tayler Scott,HOU,scottta02,Tayler,Scott,
2024,Dylan Floro,WSN,florody01,Dylan,Floro,
2024,Dylan Floro,ARI,florody01,Dylan,Floro,
2024,Grant Holmes,ATL,holmegr01,Grant,Holmes,
2024,Roansy Contreras,PIT,contrro01,Roansy,Contreras,
2024,Roansy Contreras,LAA,contrro01,Roansy,Contreras,
2024,Beau Brieske,DET,briesbe01,Beau,Brieske,
2024,Hayden Wesneski,CHC,wesneha01,Hayden,Wesneski,
2024,Michael Kopech,CHW,kopecmi01,Michael,Kopech,
2024,Michael Kopech,LAD,kopecmi01,Michael,Kopech,
2024,Erik Miller,SFG,milleer01,Erik,Miller,
2024,Joey Wentz,DET,wentzjo01,Joey,Wentz,
2024,Joey Wentz,PIT,wentzjo01,Joey,Wentz,
2024,Tim Hill,CHW,hillti01,Tim,Hill,
2024,Tim Hill,NYY,hillti01,Tim,Hill,
2024,Jakob Junis,MIL,junisja01,Jakob,Junis,
2024,Jakob Junis,CIN,junisja01,Jakob,Junis,
2024,Ryan Fernandez,STL,fernary01,Ryan,Fernandez,
2024,José Leclerc,TEX,leclejo01,José,Leclerc,
2024,Jesús Luzardo,MIA,luzarje01,Jesús,Luzardo,
2024,Trevor Williams,WSN,willitr01,Trevor,Williams,
2024,Shawn Armstrong,TBR,armstsh01,Shawn,Armstrong,
2024,Shawn Armstrong,STL,armstsh01,Shawn,Armstrong,
2024,Shawn Armstrong,CHC,armstsh01,Shawn,Armstrong,
2024,Jeff Hoffman,PHI,hoffmje02,Jeff,Hoffman,
2024,Alex Vesia,LAD,vesiaal01,Alex,Vesia,
2024,Nate Pearson,TOR,pearsna01,Nate,Pearson,
2024,Nate Pearson,CHC,pearsna01,Nate,Pearson,
2024,Jacob Barnes,WSN,barneja01,Jacob,Barnes,
2024,Tim Herrin,CLE,herriti01,Tim,Herrin,
2024,Brent Suter,CIN,suterbr01,Brent,Suter,
2024,Jack Kochanowicz,LAA,kochaja01,Jack,Kochanowicz,
2024,Trevor Richards,TOR,richatr01,Trevor,Richards,
2024,Trevor Richards,MIN,richatr01,Trevor,Richards,
2024,Mason Miller,OAK,millema03,Mason,Miller,
2024,Robert Suarez,SDP,suarero01,Robert,Suarez,
2024,Hoby Milner,MIL,milneho01,Hoby,Milner,
2024,David Festa,MIN,festada01,David,Festa,
2024,Enyel De Los Santos,SDP,delosen01,Enyel,De Los Santos,
2024,Enyel De Los Santos,NYY,delosen01,Enyel,De Los Santos,
2024,Enyel De Los Santos,CHW,delosen01,Enyel,De Los Santos,
2024,Phil Maton,TBR,matonph01,Phil,Maton,
2024,Phil Maton,NYM,matonph01,Phil,Maton,
2024,Adrián Morejón,SDP,morejad01,Adrián,Morejón,
2024,Osvaldo Bido,OAK,bidoos01,Osvaldo,Bido,
2024,Jesse Chavez,ATL,chaveje01,Jesse,Chavez,
2024,Greg Weissert,BOS,weissgr01,Greg,Weissert,
2024,Clay Holmes,NYY,holmecl01,Clay,Holmes,
2024,Daniel Hudson,LAD,hudsoda01,Daniel,Hudson,
2024,Orion Kerkering,PHI,kerkeor01,Orion,Kerkering,
2024,Yuki Matsui,SDP,matsuyu01,Yuki,Matsui,
2024,Matt Strahm,PHI,strahma01,Matt,Strahm,
2024,Bryan Hudson,MIL,hudsobr01,Bryan,Hudson,
2024,Jared Koenig,MIL,koenija01,Jared,Koenig,
2024,Tyson Miller,SEA,millety01,Tyson,Miller,
2024,Tyson Miller,CHC,millety01,Tyson,Miller,
2024,José Alvarado,PHI,alvarjo03,José,Alvarado,
2024,Aroldis Chapman,PIT,chapmar01,Aroldis,Chapman,
2024,Lucas Erceg,OAK,erceglu01,Lucas,Erceg,
2024,Lucas Erceg,KCR,erceglu01,Lucas,Erceg,
2024,Jeremiah Estrada,SDP,estraje01,Jeremiah,Estrada,
2024,Austin Voth,SEA,vothau01,Austin,Voth,
2024,Emerson Hancock,SEA,hancoem01,Emerson,Hancock,
2024,Yennier Cano,BAL,canoye01,Yennier,Cano,
2024,Garrett Cleavinger,TBR,cleavga01,Garrett,Cleavinger,
